Hour,20Q,40Q,50Q,215Q,247Q,191Q,271Q,161Q,1L,2L,3L,RiverH,LakeH,10F,335F,10B,61B,10C,335C
111,-99.6246248874195,1001.61210296676,-62.6864535616759,-605.462986856371,360.769085122593,-317.926516077036,-18.504744805685,-82.0541626990896,169.734756469727,155.879013061523,170.648681640625,220,167,0,7046.85476534815,-2.784344164843,88.42448724865,0,0
112,1805.5096893052,1142.91867696988,454.552308254808,-838.542093061269,526.888005059307,-384.838252693143,102.577152989374,-84.008384097876,168.410125732422,156.159576416016,170.645172119141,220,167,0,6751.99548120969,-6.1921857947339,92.49680880136,0,0
113,3065.06459541048,1731.10302433984,868.441341536978,-1064.06912312039,683.726035316475,-242.922045163167,183.567318123298,-82.9932070031362,166.713195800781,154.34001159668,169.996292114258,220,167,0,7881.60106121567,-14.0232906348823,85.6070738106262,0,0
114,3307.59742835696,1633.29665421346,856.389102979084,-1004.92641091289,644.426703021746,-331.605851762822,176.81111459268,-99.4984004970788,164.419937133789,150.816192626953,168.819946289062,220,167,0,7279.08820203094,-13.9807278343435,93.6268966021632,0,0
115,2970.2744997331,1355.33167179795,724.505772604018,-898.334710390118,679.982234992527,-501.308356058826,166.68593329163,-92.2359970556496,162.1416015625,147.391662597656,167.534362792969,220,167,0,8045.14065315187,-16.1119992275737,97.8718713986637,0,0
116,2742.48826439408,1101.0339732523,461.551286321543,-848.273919078711,608.723693647094,-610.425749017751,113.168596706725,-102.15480540519,160.212539672852,144.441711425781,166.376251220703,220,167,0,7952.1821008012,-5.52001136576601,96.4629574727909,0,0
117,2176.70406545943,728.313214050643,231.262449570643,-774.819997161883,433.125641316674,-819.834924952565,61.3399081654714,-70.8045068931969,158.698379516602,142.515411376953,165.366821289062,220,167,0,7753.78292673857,-4.01023591745363,93.9376246808547,0,0
118,1432.36496187309,399.964991592812,11.0108025195735,-624.542973436151,395.992555718086,-1109.60611718835,5.68291684266427,-68.7183346285543,157.552871704102,141.53742980957,164.554672241211,220,167,0,7238.96579276841,0.128954313681164,90.2572878899213,0,0
119,1111.48948013066,198.465259453476,-82.5189366801558,-611.471497818735,421.206310358241,-1153.82661145207,-19.3242077951903,-63.7729765704178,157.057479858398,141.476196289062,163.999114990234,220,167,0,7449.46738735917,0.81531035930276,101.9343320802,0,0
120,560.333830005185,-163.404344519194,-132.045271488048,-540.898505891355,426.584381477887,-1378.2793499741,-23.2112165368186,-56.7958509070531,156.834609985352,141.791687011719,163.570251464844,220,167,0,7311.68875836013,0.853664947001576,97.8618181726712,0,0
121,-1309.79033519768,-999.767009777588,-206.537686214946,239.986897501594,399.762275172595,-1154.87905570805,-60.0692079834772,-107.815673916074,157.121643066406,142.268417358398,163.335510253906,220,167,3282.83163375803,6496.61407096868,38.7051724076886,93.2533611575127,1,0
122,-913.434493123983,-676.523298142722,-87.6108176721921,67.3017642689776,395.517701661642,-1123.32964608553,-18.0639130727457,-106.784327248268,158.530410766602,143.123062133789,163.831283569336,220,167,3546.9926561424,8239.54835315554,41.2409205514418,90.3233235890717,1,0
123,-31.0748080167181,-217.980743296825,89.1652618083524,-67.8490780582776,510.567535952568,-947.33570036389,19.6786482858167,-123.14353364259,159.469024658203,143.498764038086,164.153594970703,220,167,3655.03440025492,7289.16456318074,38.2055481470276,88.7989502761554,1,0
124,-79.6492972895814,195.164338232238,97.808950549434,-130.376239160302,472.298791818911,-699.539483492924,20.2791856716345,-117.076290661844,159.743103027344,143.187652587891,164.219711303711,220,167,3363.40875943823,7636.00547050135,37.1319364375739,96.0322586633139,1,0
125,436.089363340362,493.757182780095,269.247950973316,-302.82561888529,555.218261384608,-603.852957570409,65.5911340421611,-98.5789418509841,159.53596496582,142.815338134766,164.215225219727,220,167,3580.6299624795,7379.45970005561,34.6718126848878,95.2584016338504,1,0
126,551.631629742869,569.125027702492,457.75390122494,-322.529701058549,601.419277358642,-808.555823009016,101.291894898889,-96.0939928270611,158.893661499023,141.718338012695,164.057113647461,220,167,3709.93797526159,7876.89624025391,34.9836409396564,99.6237657607996,1,0
127,-768.278090876648,-645.480701103638,-65.2642106963656,-13.8929059307352,469.71878892367,-1125.85919481835,-25.128246083442,-76.2198938857878,158.155624389648,140.027465820312,163.873504638672,220,167,3767.36374152515,8365.55640968514,39.4566126060675,90.7075394598996,1,0
128,-1578.81010716622,-908.131748466709,-362.656927683934,204.905839930854,379.320984042391,-1068.22211127348,-82.2415462361679,-105.445589998753,158.962738037109,140.369918823242,164.161285400391,220,167,3466.07602781314,8288.42403925214,43.2916249150197,100.444943383872,1,0
129,-1683.24816621443,-859.207947393912,-429.287524070794,206.3994371196,319.06201121409,-965.921233184227,-90.2485854541531,-100.245200772085,160.347503662109,141.830383300781,164.809432983398,220,167,3560.56407124242,7270.72933999578,40.5667783192608,92.8455738023059,1,0
130,-2186.62182251146,-1024.70045483375,-464.36309840027,220.855700845778,300.05697182339,-1041.46589909947,-109.124437644248,-129.53930306924,161.63298034668,143.452194213867,165.454742431641,220,167,3413.30694441241,6738.22168796992,40.4910272896632,100.426547411287,1,0
131,-2864.22790441407,-1175.73662610577,-640.669676263839,326.642600202031,272.5671734649,-1062.15379095985,-147.613131853229,-153.719771746725,163.073806762695,145.378616333008,166.252731323242,220,167,3015.70404146684,6726.47283515629,41.2164404264099,93.8593637092882,1,0
132,-3421.82721475096,-1356.07149540971,-729.413884975041,249.955722189349,169.544610012337,-1210.12190798825,-171.013246132677,-197.680912081056,164.842254638672,148.042602539062,167.339965820312,220,167,3035.43542259369,7629.56195962652,37.1090091596291,96.8364131310436,1,0
133,-3593.33367491075,-1370.85040841258,-720.253756982491,302.24440913255,189.515921368153,-1099.33191615875,-160.728080410234,-206.312127843299,166.813385009766,151.057312011719,168.661926269531,220,167,3556.20846204037,6773.05404942243,43.4028212933346,99.9622123601372,1,0
134,-2921.10164527101,-1012.97799821631,-590.32373789213,236.250890054867,210.575796951812,-976.339627114062,-131.339260268964,-165.819677618427,168.737930297852,153.942047119141,170.028335571289,220,167,3449.18940357346,6726.02662084587,41.4007733955709,89.5323614818828,1,0
135,-756.842876207932,685.721957813316,-258.03362933711,-493.003430814763,245.912253659032,-403.61890593482,-62.9571718320482,-67.3265777254394,170.236099243164,156.274948120117,171.166305541992,220,167,0,6629.38259105215,4.25529202375234,95.7568286977704,0,0
136,-299.293077723304,725.437460311283,-50.491110295747,-567.282921150996,298.704423682756,-474.651332788055,-3.02988296321408,-46.5461026399709,169.247833251953,157.36994934082,171.462326049805,220,167,0,7435.39006755031,-0.65525269103492,94.5639551096253,0,0
137,504.114948589239,672.518467476999,295.275771919609,-663.521689666426,411.617711752157,-536.413525816243,64.4913727218311,-49.3382016173612,168.341415405273,157.588272094727,171.578323364258,220,167,0,6827.13959462979,-6.92706047992117,97.1674456973524,0,0
138,1338.10988377464,787.504428561088,358.513229510607,-726.457210230042,443.476938351014,-633.862076117304,98.4152507314764,-89.1381098955483,167.342864990234,156.487197875977,171.356353759766,220,167,0,7600.65934320454,-3.73803179211936,95.5946854899395,0,0
139,1362.78704942805,665.959110546167,393.064635235743,-651.396091397992,507.253998046068,-696.158404288801,98.4803143234584,-88.0412725214467,166.213012695312,154.964111328125,170.854614257812,220,167,0,7188.45871702627,4.25233367827574,91.1266982393681,0,0
140,1262.42866662254,458.492738501854,200.531993119765,-620.744826700163,480.327200314159,-783.973627248601,55.5538757118424,-83.3275493130994,165.22721862793,153.397018432617,170.330459594727,220,167,0,7346.35382289774,2.57496014623991,94.6700377779243,0,0
141,714.319172473505,192.153530664662,39.9113678765147,-611.87078837645,378.545186409444,-999.784874635836,14.176915850978,-74.1275306879544,164.497955322266,152.540603637695,169.854446411133,220,167,0,6969.76204282428,6.92623427099176,91.7561866682433,0,0
142,452.224293094242,59.3881410127306,-10.826545068604,-479.254326074183,359.527144300556,-1022.51889386866,-14.1549917505705,-62.276820674352,164.091049194336,152.391098022461,169.543304443359,220,167,0,7235.31720160572,-0.77264681365745,97.563215256821,0,0
143,69.3951148182154,-143.397404288977,-92.0203540430333,-482.326596597191,330.506149153474,-1128.2578088038,-31.9624428061387,-52.1565657283955,164.164215087891,152.586151123047,169.352020263672,220,167,0,6953.70653686326,6.30143116735409,99.5889412548945,0,0
144,-519.548317700337,-430.512583962505,-196.059012631616,-399.485253312624,312.136896958339,-1187.84470065957,-44.8285597655317,-42.5845411207685,164.358001708984,153.025115966797,169.291915893555,220,167,0,6604.99938855736,5.6230557045136,94.7047085889406,0,0
145,-2725.29788097693,-1361.16790213964,-424.007238845284,320.96078141647,274.699558023056,-1294.09175043463,-101.759708237104,-122.240487296022,164.902130126953,153.804244995117,169.482208251953,220,167,3235.81770553283,6426.54497113559,40.8005457739945,101.997450654108,1,0
146,-2346.23333333607,-1028.31634992833,-311.928260740965,252.935693685841,315.366669915956,-1137.98111719106,-77.0848829505231,-125.23573676655,166.766418457031,155.56494140625,170.485885620117,220,167,3184.96129204582,7007.807233304,42.3044203226048,88.6482421526696,1,0
147,-1708.05881957849,-792.752746891295,-155.407625587069,179.362863848081,357.388882138503,-980.608783574253,-37.218457109325,-104.992240628401,168.267883300781,156.878509521484,171.330368041992,220,167,2909.80088598137,6121.49392411911,46.1381349276288,92.6751648743439,1,0
148,-1311.89966885238,-444.188024308123,-111.482335659588,128.29997109893,363.665148448889,-744.560660478966,-27.3729541470782,-122.468070736798,169.369750976562,157.638641357422,171.983825683594,220,167,3446.84088164425,6370.34785527124,43.0627883067328,91.2958183273705,1,0
149,-83.2962282894648,670.725878895388,355.092081286851,-233.278094592944,461.58095837247,-398.6977917962,76.1407384583852,-90.9861540056855,169.978149414062,158.112045288086,172.450256347656,220,167,3382.69438309107,6279.01248502702,41.1954881384546,92.4214136637368,1,0
150,1764.13030425149,1208.22512168312,808.778671487663,-480.613652125978,688.752869988793,-479.126775890729,188.898283999872,-101.459600121442,169.077743530273,156.646133422852,172.469268798828,220,167,3499.19053763797,6891.19533170267,39.640007698261,96.2683439026163,1,0
151,1681.86905889308,904.302551457951,633.736958295082,-443.650444305682,659.727430941985,-464.452346236812,156.538719408148,-115.112758096715,167.481689453125,153.27864074707,171.800094604492,220,167,3159.38686634753,7167.38181559291,35.8107987221286,97.4872122019667,1,0
152,1143.14828920653,480.876657226779,350.330007284338,-304.546860000272,604.629140986647,-699.169191776053,98.4795053141195,-136.366007952326,166.19416809082,150.561325073242,171.155853271484,220,167,3214.36776053486,6667.56553523205,37.0516040574016,93.3325426099751,1,0
153,1010.00601595872,381.207301190814,300.740672160722,-325.923946249325,514.862546834195,-630.670522956886,81.7654318336749,-118.87250812595,165.482009887695,148.903762817383,170.706039428711,220,167,3533.50941496251,6184.59481349341,40.430082990747,90.4062876234579,1,0
154,904.966672990628,-204.510460722898,77.7508405011661,-146.474068578142,512.482419292707,-864.210155168152,8.88934202219613,-128.141763879059,164.941467285156,147.693908691406,170.264144897461,220,167,3556.58599118764,8029.83175013843,43.3954980177975,90.0573933879519,1,0
155,-430.860137331225,-580.26066004426,-206.993701540004,18.3057991216383,375.604816315484,-981.027896777456,-56.945258638879,-118.970058667906,165.15087890625,147.358184814453,169.992691040039,220,167,3594.77467151861,7592.47180424989,36.2832073615699,97.7221879067697,1,0
156,-1660.97189881437,-849.670334845692,-462.52019937053,209.134131888935,302.824468790703,-1015.75097330725,-108.663108936144,-97.5440172985846,165.950057983398,148.292984008789,170.150573730469,220,167,3389.94642775509,7404.15831703967,41.9059619594133,91.1428559394962,1,0
157,-2132.46227659133,-972.049701703563,-473.223301719174,239.109139993381,269.553285961158,-942.556804497808,-109.926867128244,-106.713425072951,167.30143737793,150.203094482422,170.8056640625,220,167,3398.81253106793,7212.97312218751,45.5578379272376,96.3240836506422,1,0
158,-1095.79927771719,-442.333904565305,-282.334167053133,79.4616137675887,364.956738185813,-858.201537086662,-56.9510345946911,-104.193471873278,168.674758911133,152.138519287109,171.584091186523,220,167,3744.98023685667,7091.26590790082,40.9358084519908,94.0262807009439,1,0
159,1417.5348265754,1018.19608022606,23.0426653284778,-691.541559681789,427.289999876902,-446.57822130948,15.2380383393617,-86.1648629397862,169.322418212891,153.233917236328,172.034255981445,220,167,0,7112.26711894694,0.650206863117811,92.9221295355005,0,0
160,1642.67998027525,1028.69794081057,240.054197401963,-802.520563054855,457.176083094786,-572.320369046525,62.629925506511,-71.2532024145929,167.902679443359,153.155700683594,171.487930297852,220,167,0,7109.32576727302,-4.3205826063918,97.9313702813949,0,0
161,2621.51368540886,1322.27300165838,626.068667519279,-959.215494286671,575.931443917936,-484.292198652142,153.462543453677,-61.7569643864902,166.452987670898,152.17529296875,170.834320068359,220,167,0,7771.35032862627,-12.1963564232671,95.4024342663305,0,0
162,3513.12022044801,1641.22603939444,860.998580496423,-1024.1550141147,634.52430378462,-305.636303238942,191.104054852776,-101.172547921231,164.535522460938,149.636154174805,169.794067382812,220,167,0,7347.23787740612,-10.3001019897528,93.1672366786303,0,0
163,3571.20790431423,1548.95616211682,815.111795152868,-998.362880268576,718.540738903452,-377.925515091128,191.356578984111,-84.7333190129484,162.20588684082,146.217071533203,168.385925292969,220,167,0,8378.60214159658,-10.2627399206959,88.866369700851,0,0
164,3349.90359674174,1176.86436412327,520.793607357136,-889.770999888389,657.467351183533,-556.64676251907,123.793643146306,-94.5461305922656,160.025497436523,142.816101074219,167.000915527344,220,167,0,7547.37960886277,-9.53557822111883,93.6828555703353,0,0
165,2486.5229227438,933.024597267329,298.853631143866,-875.886705299308,493.662660575575,-791.322670495328,59.7512745313906,-74.0219152191861,158.271835327148,140.652389526367,165.779769897461,220,167,0,7154.4276592615,-9.94346658046957,89.4914735333102,0,0
166,1575.03645992224,258.746865737622,-1.05909695006896,-653.928373523047,440.104302348255,-1084.85535563893,-7.2920026287216,-91.2488851152238,156.948944091797,139.50032043457,164.775817871094,220,167,0,8106.40753207393,2.67057928436267,88.4566176315319,0,0
167,265.528440374216,-494.094607962113,-337.56394279101,-458.891432995473,327.183353334169,-1459.14407422579,-83.30874594524,-39.4731804335396,156.598892211914,139.648147583008,164.149871826172,220,167,0,7730.96709256927,0.416790357323007,95.0068796508734,0,0
168,-960.681114313924,-796.132723041828,-476.067726431219,-323.551167189067,291.888733434587,-1518.23900663464,-91.5747042029915,-38.2519256353674,157.360687255859,141.030075073242,163.998397827148,220,167,0,6880.34260937345,4.54851469986202,92.1185878759994,0,0
169,-2982.11175464182,-1570.10530390486,-621.432823499772,339.100302036643,274.173080803083,-1370.41993722873,-148.083941789102,-165.768541585764,158.513214111328,142.97639465332,164.354995727539,220,167,3339.43343428919,7478.34803903542,38.1555084021856,98.454287652273,1,0
170,-3121.01101225043,-1520.17764701687,-653.727979176444,282.277014606967,218.685072040231,-1327.97002752986,-133.613661570233,-176.181305204823,160.704666137695,145.597930908203,165.505813598633,220,167,3479.14806727645,7510.89705101168,43.3480206913456,93.3310261380734,1,0
171,-3094.41794193617,-1417.89313718818,-623.223242175769,273.725584212123,192.615205432954,-1219.0211110045,-142.467228599171,-160.727598261754,162.806274414062,148.228652954102,166.700164794922,220,167,3208.85702620328,7391.10210851578,45.3649320117945,92.9684024259142,1,0
172,-2612.64803248994,-1224.73809028968,-512.336248712682,300.348124643653,223.165855746903,-1083.58345894967,-118.043470655631,-132.364978380449,164.737655639648,150.682907104492,167.846343994141,220,167,3466.5584975649,7515.00110086147,44.4873278266474,99.5649471947652,1,0
173,-1983.20732883278,-622.965733884609,-290.87379429559,210.570908051497,299.758182187183,-1001.23995853169,-56.1762987430809,-102.091657111849,166.29248046875,152.760498046875,168.819259643555,220,167,3020.18106176524,7361.2057649251,41.1545650704408,90.5851847980625,1,0
174,-1390.66187311289,112.71317837733,111.764649803947,-36.9445112385121,487.251970480781,-771.614461385145,35.9703462312387,-72.4677438658573,167.238327026367,153.853012084961,169.568710327148,220,167,3280.94971694398,6542.12090738908,41.2429843721975,98.6060114991626,1,0
175,-1201.82217324959,-279.424266823279,37.0430562647975,-7.78216921574139,430.354468223409,-888.962890861642,5.47778292478513,-95.2611686395759,167.082611083984,153.242370605469,170.097366333008,220,167,3233.25322316072,7349.4394000993,45.688111667063,87.479563647753,1,0
176,-2039.20332820223,-722.381793482602,-270.975152225329,213.435300118431,341.647998416207,-919.400537713303,-66.2997738437957,-98.5252991675261,167.506866455078,153.151824951172,170.561752319336,220,167,3544.77519513015,7266.46407083349,40.8405960154244,90.4154655290066,1,0
177,-1924.11534872221,-822.030832645367,-319.757004036971,180.543797190854,311.051635825929,-823.147097773777,-76.1876936246256,-108.759734552975,168.63557434082,154.230590820312,171.279510498047,220,167,3221.46410285035,7186.12008533833,42.7402177933834,92.96087774065,1,0
178,-2347.44584797802,-881.990947159608,-341.486798434218,254.80794995306,288.148577223769,-865.086307462156,-95.0887439435575,-125.766576768567,169.766143798828,155.560760498047,172.022750854492,220,167,3172.93721286262,6552.0675420298,40.0325868589828,96.1250538195727,1,0
179,-2151.28096909702,-785.414587300705,-382.387714707015,194.874339766089,280.892624534887,-815.243558561791,-96.6479144021078,-109.265441056118,171.036239624023,157.162963867188,172.866912841797,220,167,3413.62347722247,7381.34551795007,41.5701079214687,96.7220922503304,1,0
180,-2528.11913809386,-937.501270524107,-490.833496538423,184.764488923272,204.52476216446,-882.606891372207,-105.329701547619,-130.204762725808,172.189483642578,158.800994873047,173.684677124023,220,167,3027.89168240049,6591.51052540449,41.361389945011,95.2922573935699,1,0
181,-35.000597765497,-2152.32742558765,-758.300511477048,383.491312058495,248.206391997876,-1718.60299000579,-168.80286143973,-48.1891533247954,173.795288085938,160.862289428711,174.5,220,167,2902.92692726586,6141.52841272949,43.0191212387736,93.3328212846161,1,0
182,-28.2276437320593,95.1108295420958,-932.466829345904,132.730363054932,191.901472348441,-304.612726068757,-212.076157309257,-59.6969555113036,174,165.150115966797,174.5,220,167,2830.94391258996,4149.87218787778,46.6180844466958,95.6670232248322,1,0
183,140.348765509008,983.687008945514,304.574688349956,-663.284981284618,333.783606501644,-172.977092657121,66.9434097570085,-86.42083530794,174,166.800003051758,174.5,220,167,0,6273.84920668193,1.78150288469847,92.7312324087418,0,0
184,1094.46693815294,1039.65347688108,524.309413240519,-752.036385373073,463.628971833791,-395.4359586435,125.476700939016,-79.4723214533767,172.648773193359,165.571212768555,174.43879699707,220,167,0,6932.00152866807,4.52171920002834,93.5477030850823,0,0
185,2202.83186340235,1342.50023263312,797.179031390117,-902.190104290301,582.532776971274,-376.802992717215,170.818850596074,-57.2226816994389,171.191024780273,163.410552978516,173.989303588867,220,167,0,7000.32506346999,-3.47159307432706,97.6476940614618,0,0
186,3552.60609159934,1773.43211424204,1091.03700653275,-1087.95194929625,685.234397946626,-226.156594204229,216.766603266216,-83.7318111648622,169.329315185547,160.172164916992,173.110443115234,220,167,0,7844.1168303402,-6.47172612464546,88.7302362277383,0,0
187,4052.90137046917,1751.40218619985,1160.67848952491,-1070.64732222638,724.013603232961,-215.183928377605,224.929913418789,-101.065701765631,166.836441040039,155.78678894043,171.685623168945,220,167,0,7412.52164713946,-13.8119917008194,92.2204084916717,0,0
188,4146.2093228337,1645.28104400527,952.105932337268,-1050.97188127033,714.732307433698,-269.977905777592,203.850366331234,-116.232759476829,164.279479980469,151.211334228516,170.126663208008,220,167,0,8032.44022514102,-10.6659309926708,96.2074321718159,0,0
189,3280.72158973939,1409.28561566944,676.884153633988,-961.923634612265,549.256765556317,-436.397807286995,150.100101960408,-88.0158672401751,161.879104614258,147.338012695312,168.571273803711,220,167,0,6977.18674106322,-1.43556103607897,89.9221551870754,0,0
190,2281.81281776358,600.170850177946,184.126373521394,-730.810289450593,461.96178384414,-842.8961435071,56.1526226416165,-81.9503570733816,159.940322875977,144.645065307617,167.26741027832,220,167,0,7506.84143012255,-7.53709893273416,89.7222750544426,0,0
191,1025.98138636377,-272.753219713507,-151.952396108869,-579.300769450394,426.707939839072,-1493.3591087953,-37.1183137772072,-59.3750122939418,159.069107055664,143.884185791016,166.458877563477,220,167,0,8011.4529092414,2.60959750490014,88.8458408960168,0,0
192,-725.144391521655,-877.331155123554,-440.731121237752,-296.011867419046,228.387354330356,-1479.08503465445,-106.776850436549,-36.7330093561598,159.458602905273,144.501190185547,166.072326660156,220,167,0,7496.44643640307,5.51694588193634,97.5948840841787,0,0
193,-3228.31609317742,-1742.08245581591,-662.383082758503,336.394072990042,235.891929259956,-1427.59470269183,-159.769282993927,-186.388230873952,160.60368347168,146.303192138672,166.392288208008,220,167,3150.49305039757,7261.8027986824,47.1133795616079,94.1736690288259,1,0
194,-3161.86147528314,-1453.27584029898,-571.274337517568,287.23821666381,206.200675851005,-1256.76550938487,-139.852474075085,-180.538633715827,162.927124023438,149.108047485352,167.641006469727,220,167,3215.16657334158,7659.46152385523,40.8516883205071,100.878442919083,1,0
195,-2910.84992471142,-1346.6429463211,-564.369293915728,289.066067149157,246.952388101704,-1202.84125148291,-128.281568035952,-151.134180604489,165.00749206543,151.62565612793,168.809921264648,220,167,2893.08416545175,7300.83759154478,44.1277404693298,90.5436762060938,1,0
196,-2529.34005114666,-1115.11073820506,-490.61457717346,288.986059028517,235.42637513029,-1107.21787202518,-103.225797283953,-130.56405310012,166.903518676758,153.912673950195,169.926132202148,220,167,3317.05761284892,6520.5044482985,37.4246112336317,90.8351813263142,1,0
197,-1817.14500476626,-663.217842661522,-228.410173772804,169.154435090607,337.070829269889,-922.921969093693,-52.6222189433659,-106.121348849137,168.438858032227,155.905471801758,170.881149291992,220,167,3342.88935153184,7027.50489266422,45.5006140966154,95.1535887229963,1,0
198,-1319.53987107419,26.5392806193609,154.552766560905,-93.1749318266879,436.55133186733,-714.250866715789,38.3873785992828,-82.4745847269907,169.381958007812,156.858200073242,171.622085571289,220,167,3320.87545395966,7583.62388353867,45.574646403872,91.5532648194195,1,0
199,-1147.37595527958,-233.567617310369,31.7558487415167,-68.8057015064273,436.150683539569,-783.863360322196,32.2169571773622,-72.9813306106687,169.301742553711,156.26383972168,172.154266357422,220,167,3391.2029785292,7732.82956646004,34.3023521315277,100.269885951483,1,0
200,-934.156187163913,-395.940394779772,-3.58609263288175,-18.2884523548274,424.194331653745,-716.374528380618,-3.44038247461692,-87.3532285758344,169.661727905273,156.043914794922,172.611404418945,220,167,3383.53895902587,7021.73665985335,44.2036805423813,91.0072189220116,1,0
201,-850.135308644933,-232.226016669863,-36.0942140618652,-32.3146464859459,407.966288701195,-773.480067302536,3.41712515642939,-113.738682076937,170.132629394531,156.058898925781,173.009078979492,220,167,3314.33100885829,7235.81712148082,40.605457653441,97.7077002682114,1,0
202,-1200.24308577935,-549.909041199117,-146.060513856658,124.134990502796,360.154400609259,-777.613684314254,-32.8615953730909,-101.145580290588,170.447235107422,156.223434448242,173.329391479492,220,167,3151.49862494541,6633.26697576277,39.3448977995075,89.511053479705,1,0
203,-1297.72763670106,-508.2496587134,-213.686865235822,140.527573051203,306.939146805705,-645.352446907657,-48.2714192863847,-112.245678836845,171.243377685547,156.883117675781,173.80500793457,220,167,3426.9396078785,7167.98645436083,38.2932720041195,97.1372880629634,1,0
204,-1031.47553871735,-357.1784672913,-205.812555559819,79.6253488796857,355.651940142065,-715.56766241703,-34.5932859327463,-111.079086804901,171.955352783203,157.826324462891,174.268310546875,220,167,3495.61205777729,7157.75964565535,40.9563434306898,96.835530889239,1,0
205,-169.066890390935,-889.699905460742,-214.209972832407,181.810804128679,351.178505313801,-1190.28698799432,-42.0448960710964,-91.2674529504481,172.806274414062,158.599868774414,174.5,220,167,3186.37564604075,6525.47010196711,39.7234775301415,89.8901834950593,1,0
206,-41.5711140000652,70.1103085462249,-328.655973879879,-42.7606327660907,396.80860331288,-496.470559404613,-75.3266424256267,-93.0561038233691,174,159.442260742188,174.5,220,167,3271.24983376859,6059.35694960751,45.0811555718665,91.2935870278716,1,0
207,1874.68245262488,1415.51959370614,354.325434679971,-877.295937660745,434.783967216296,-107.614525218902,92.3994133688504,-71.3064942310769,174,160.692291259766,174.5,220,167,0,6201.811259341,-0.0664197066333063,94.3190362446024,0,0
208,2201.88007884416,1401.88508336343,522.728393862993,-913.429473965096,511.174299946302,-122.822588956063,114.898087900359,-86.3205970033158,172.024337768555,159.182098388672,173.783950805664,220,167,0,7034.2433858319,-6.1521426658222,93.9551067453008,0,0
209,3413.17291273831,1768.28140401479,845.390980787791,-1082.05056370583,601.85947521651,-215.021352595313,188.673159833859,-75.1435693726507,170.054977416992,157.102020263672,172.952224731445,220,167,0,7250.63507363617,-12.9996100521777,90.7564219845868,0,0
210,5002.46480334265,2203.98817563212,1242.82901763929,-1156.1694169659,765.09350002551,-71.9585151948486,230.541449794147,-76.6911430125421,167.612716674805,153.532043457031,171.672760009766,220,167,0,7856.30617936684,-23.4052125443879,94.0354609254348,0,0
211,5171.43371894758,2321.94430891817,1268.16388798645,-1217.74838865738,818.888158950394,-13.5714513677925,242.459577421627,-103.883074830515,164.44563293457,148.561767578125,169.803741455078,220,167,0,7785.75775190048,-26.5814578300249,102.934283253626,0,0
212,5387.66513567183,2161.64745731109,1117.45008289775,-1185.9745112804,749.36541223301,-77.2247774047016,232.503818254345,-98.644463413424,161.241622924805,143.379440307617,167.817626953125,220,167,0,7991.26113910709,-18.2243212186464,95.4954133344771,0,0
213,4437.99443375523,1879.69054336694,822.922082318506,-1127.98121505878,731.783588458133,-358.080274427344,181.086491991204,-87.9141997343954,158.175369262695,138.821502685547,165.829864501953,220,167,0,7623.09477809748,-16.15451737561,94.0892114831733,0,0
214,3613.07711545312,1313.91175022548,445.687723924769,-964.976958562507,626.062976055154,-550.298800563797,116.882956963453,-87.302647451833,155.609039306641,135.517440795898,164.109481811523,220,167,0,7981.10584602317,-14.3844409547799,86.6857568834815,0,0
215,2279.27293840504,463.296331627308,-6.99971428198266,-774.477530464846,493.737789767298,-1047.85621067819,4.2442883925369,-63.2521206951663,153.804885864258,133.565414428711,162.753021240234,220,167,0,8257.794296941,-10.8409982864066,94.8117143264914,0,0
216,1156.49996048682,-407.354562687221,-257.27524065863,-524.425880429647,395.329930517809,-1671.9909964735,-62.1519739509473,-42.4524900239164,153.141326904297,133.598571777344,161.920303344727,220,167,0,7324.59933999866,0.90271939495623,91.6829218444866,0,0
217,-1686.1981284077,-1324.22679279033,-426.991545233697,311.754020079507,343.151945826252,-1341.41935870883,-96.3056326740577,-108.788432464534,153.760711669922,134.598220825195,161.51155090332,220,167,3383.06670393342,7711.16042386328,43.5045434974907,93.0963311051015,1,0
218,-870.638336496405,-877.4560456569,-275.874734527943,184.676313093736,374.731584445097,-1181.06240743451,-49.9754989524921,-94.196136891101,155.580368041992,136.490447998047,162.136291503906,220,167,3419.92849795888,7616.96683178612,43.5061242136126,92.2041698124721,1,0
219,-186.215782390968,-510.040775722945,-86.8698322872236,-58.5861615562866,476.333052555679,-1006.28703205966,-14.0832499365694,-115.06221352938,156.826477050781,137.654357910156,162.488403320312,220,167,3639.04415511382,7842.78435771871,42.2691152044863,90.2772386432431,1,0
220,284.843071170654,108.508096419925,7.16944551832549,-146.683197556942,509.599932366093,-788.863136702273,17.1246188913092,-126.995522925792,157.401473999023,137.916152954102,162.529296875,220,167,3807.01043522812,6902.29962681659,42.9537372663391,90.5198370334079,1,0
221,1256.94876632985,695.452742290647,345.284739272992,-378.849515354759,600.349685759682,-685.829924139118,90.4517240570369,-127.912101588545,157.122482299805,137.820281982422,162.387359619141,220,167,3742.43439182986,8562.39425819957,37.7560977681097,93.5745182705023,1,0
222,1775.04334132966,1019.04985851049,660.046852123405,-552.143921010359,751.08112332682,-653.504005872199,165.459106650574,-104.061571418626,156.14192199707,136.368438720703,161.920333862305,220,167,3679.62212739256,8611.0584696772,35.2894205460769,93.2772932607339,1,0
